GENENAME,UniprotID,Reviewed,Evidence,Features,Start,End,Descriptions
Krt76,Q3UV17,Reviewed,protein,Region,222,313,NA
Krt76,Q3UV17,Reviewed,protein,Region,314,337,NA
Krt76,Q3UV17,Reviewed,protein,Region,338,476,NA
Krt76,Q3UV17,Reviewed,protein,Region,477,594,NA
Krt76,Q3UV17,Reviewed,protein,Compositional bias,37,136,NA
Krt76,Q3UV17,Reviewed,protein,Compositional bias,489,593,NA
Krt77,Q6IFZ6,Reviewed,protein,Region,1,166,Head
Krt77,Q6IFZ6,Reviewed,protein,Region,167,476,Rod
Krt77,Q6IFZ6,Reviewed,protein,Region,167,202,Coil 1A
Krt77,Q6IFZ6,Reviewed,protein,Region,203,221,Linker 1
Krt77,Q6IFZ6,Reviewed,protein,Region,222,313,Coil 1B
Krt77,Q6IFZ6,Reviewed,protein,Region,314,337,Linker 12
Krt77,Q6IFZ6,Reviewed,protein,Region,338,476,Coil 2
Krt77,Q6IFZ6,Reviewed,protein,Region,477,568,Tail
Krt79,Q8VED5,Reviewed,protein,Region,1,138,Head
Krt79,Q8VED5,Reviewed,protein,Region,139,449,Rod
Krt79,Q8VED5,Reviewed,protein,Region,139,174,Coil 1A
Krt79,Q8VED5,Reviewed,protein,Region,175,194,Linker 1
Krt79,Q8VED5,Reviewed,protein,Region,195,286,Coil 1B
Krt79,Q8VED5,Reviewed,protein,Region,287,310,Linker 12
Krt79,Q8VED5,Reviewed,protein,Region,311,449,Coil 2
Krt79,Q8VED5,Reviewed,protein,Region,450,531,Tail
Krt80,Q0VBK2,Reviewed,protein,Region,1,82,Head
Krt80,Q0VBK2,Reviewed,protein,Region,82,118,Coil 1A
Krt80,Q0VBK2,Reviewed,protein,Region,83,390,Rod
Krt80,Q0VBK2,Reviewed,protein,Region,119,135,Linker 1
Krt80,Q0VBK2,Reviewed,protein,Region,136,227,Coil 1B
Krt80,Q0VBK2,Reviewed,protein,Region,228,251,Linker 12
Krt80,Q0VBK2,Reviewed,protein,Region,252,390,Coil 2
Krt80,Q0VBK2,Reviewed,protein,Region,391,452,Tail
Krt81,Q9ERE2,Reviewed,transcript,Region,1,106,Head
Krt81,Q9ERE2,Reviewed,transcript,Region,107,413,Rod
Krt81,Q9ERE2,Reviewed,transcript,Region,107,141,Coil 1A
Krt81,Q9ERE2,Reviewed,transcript,Region,142,151,Linker 1
Krt81,Q9ERE2,Reviewed,transcript,Region,152,252,Coil 1B
Krt81,Q9ERE2,Reviewed,transcript,Region,253,269,Linker 12
Krt81,Q9ERE2,Reviewed,transcript,Region,270,413,Coil 2
Krt81,Q9ERE2,Reviewed,transcript,Region,414,481,Tail
Krt82,Q99M74,Reviewed,protein,Region,1,118,Head
Krt82,Q99M74,Reviewed,protein,Region,119,425,Rod
Krt82,Q99M74,Reviewed,protein,Region,119,153,Coil 1A
Krt82,Q99M74,Reviewed,protein,Region,154,163,Linker 1
Krt82,Q99M74,Reviewed,protein,Region,164,264,Coil 1B
Krt82,Q99M74,Reviewed,protein,Region,265,281,Linker 12
Krt82,Q99M74,Reviewed,protein,Region,282,425,Coil 2
Krt82,Q99M74,Reviewed,protein,Region,426,516,Tail
Krt83,Q6IMF0,Reviewed,transcript,Region,1,111,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,112,418,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,112,146,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,147,156,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,157,257,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,258,274,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,275,418,NA
Krt83,Q6IMF0,Reviewed,transcript,Region,419,494,NA
Krt84,Q99M73,Reviewed,transcript,Region,1,173,Head
Krt84,Q99M73,Reviewed,transcript,Region,174,480,Rod
Krt84,Q99M73,Reviewed,transcript,Region,174,208,Coil 1A
Krt84,Q99M73,Reviewed,transcript,Region,209,218,Linker 1
Krt84,Q99M73,Reviewed,transcript,Region,219,319,Coil 1B
Krt84,Q99M73,Reviewed,transcript,Region,320,336,Linker 12
Krt84,Q99M73,Reviewed,transcript,Region,337,480,Coil 2
Krt84,Q99M73,Reviewed,transcript,Region,481,603,Tail
Krt85,Q9Z2T6,Reviewed,protein,Region,1,123,Head
Krt85,Q9Z2T6,Reviewed,protein,Region,124,430,Rod
Krt85,Q9Z2T6,Reviewed,protein,Region,124,158,Coil 1A
Krt85,Q9Z2T6,Reviewed,protein,Region,159,168,Linker 1
Krt85,Q9Z2T6,Reviewed,protein,Region,169,269,Coil 1B
Krt85,Q9Z2T6,Reviewed,protein,Region,270,286,Linker 12
Krt85,Q9Z2T6,Reviewed,protein,Region,287,430,Coil 2
Krt85,Q9Z2T6,Reviewed,protein,Region,431,507,Tail
Krt86,B2RTB6,Unreviewed,protein,Domain,34,102,Keratin_2_head
Krt86,B2RTB6,Unreviewed,protein,Coiled coil,215,242,NA
Krt86,B2RTB6,Unreviewed,protein,Coiled coil,315,356,NA
Krt86,B2RTB6,Unreviewed,protein,Coiled coil,361,395,NA
Krt86,P97861,Reviewed,transcript,Region,1,106,Head
Krt86,P97861,Reviewed,transcript,Region,107,413,Rod
Krt86,P97861,Reviewed,transcript,Region,107,141,Coil 1A
Krt86,P97861,Reviewed,transcript,Region,142,151,Linker 1
Krt86,P97861,Reviewed,transcript,Region,152,252,Coil 1B
Krt86,P97861,Reviewed,transcript,Region,253,269,Linker 12
Krt86,P97861,Reviewed,transcript,Region,270,413,Coil 2
Krt86,P97861,Reviewed,transcript,Region,414,486,Tail
L3mbtl2,G3UY70,Unreviewed,protein,Domain,81,116,FCS-type
L3mbtl2,Q80XB1,Unreviewed,protein,Domain,81,116,FCS-type
L3mbtl2,P59178,Reviewed,protein,Repeat,179,283,MBT 1
L3mbtl2,P59178,Reviewed,protein,Repeat,291,391,MBT 2
L3mbtl2,P59178,Reviewed,protein,Repeat,397,500,MBT 3
L3mbtl2,P59178,Reviewed,protein,Repeat,508,604,MBT 4
L3mbtl2,P59178,Reviewed,protein,Compositional bias,17,21,Poly-Glu
L3mbtl2,P59178,Reviewed,protein,Compositional bias,620,624,Poly-Lys
L3mbtl2,P59178,Reviewed,protein,Zinc finger,81,116,FCS-type
Larp4,G3X9Q6,Unreviewed,protein,Domain,109,198,HTH La-type RNA-binding
Larp4,Q3UT02,Unreviewed,transcript,Domain,50,139,HTH La-type RNA-binding
Larp4,Q8BWW4,Reviewed,protein,Domain,109,198,HTH La-type RNA-binding
Larp4,Q8BWW4,Reviewed,protein,Domain,199,277,RRM
Larp4,E9Q066,Unreviewed,protein,Domain,108,197,HTH La-type RNA-binding
Ldoc1l,Q505G4,Reviewed,transcript,Coiled coil,29,69,NA
Letmd1,Q924L1,Reviewed,protein,Domain,178,360,Letm1 RBD
Letmd1,Q924L1,Reviewed,protein,Region,1,110,Required and sufficient for mitochondrial import
Lgals2,Q9CQW5,Reviewed,protein,Domain,4,130,Galectin
Lgals2,Q9CQW5,Reviewed,protein,Region,65,71,NA
Lima1,Q8CD09,Unreviewed,transcript,Domain,226,286,LIM zinc-binding
Lima1,Q9ERG0,Reviewed,protein,Domain,386,446,LIM zinc-binding
Lima1,Q8C3R7,Unreviewed,transcript,Domain,226,286,LIM zinc-binding
Lipt2,Q9D009,Reviewed,protein,Domain,41,224,BPL/LPL catalytic
Lipt2,Q9D009,Reviewed,protein,Region,85,92,Substrate binding
Lipt2,Q9D009,Reviewed,protein,Region,154,156,Substrate binding
Lipt2,Q9D009,Reviewed,protein,Region,167,169,Substrate binding
Lmbr1l,Q9D1E5,NA,NA,NA,NA,NA,NA
Lmf2,Q8C3X8,NA,NA,NA,NA,NA,NA
Lrrc14,Q8VC16,Reviewed,protein,Repeat,285,307,LRR 1
Lrrc14,Q8VC16,Reviewed,protein,Repeat,310,330,LRR 2
Lrrc14,Q8VC16,Reviewed,protein,Repeat,337,360,LRR 3
Lrrc14,Q8VC16,Reviewed,protein,Repeat,366,387,LRR 4
Lrrc14,Q8VC16,Reviewed,protein,Repeat,394,414,LRR 5
Lrrc24,Q8BHA1,Reviewed,transcript,Domain,24,58,LRRNT
Lrrc24,Q8BHA1,Reviewed,transcript,Repeat,59,80,LRR 1
Lrrc24,Q8BHA1,Reviewed,transcript,Repeat,83,104,LRR 2
Lrrc24,Q8BHA1,Reviewed,transcript,Repeat,107,128,LRR 3
Lrrc24,Q8BHA1,Reviewed,transcript,Repeat,131,152,LRR 4
Lrrc24,Q8BHA1,Reviewed,transcript,Repeat,155,176,LRR 5
Lrrc24,Q8BHA1,Reviewed,transcript,Repeat,179,200,LRR 6
Lrrc24,Q8BHA1,Reviewed,transcript,Domain,212,267,LRRCT
Lrrc24,Q8BHA1,Reviewed,transcript,Domain,268,371,Ig-like C2-type
Lrrc24,Q8BHA1,Reviewed,transcript,Compositional bias,435,440,Poly-Arg
Lrrc6,O88978,Reviewed,protein,Repeat,22,43,LRR 1
Lrrc6,O88978,Reviewed,protein,Repeat,45,66,LRR 2
Lrrc6,O88978,Reviewed,protein,Repeat,67,88,LRR 3
Lrrc6,O88978,Reviewed,protein,Repeat,89,110,LRR 4
Lrrc6,O88978,Reviewed,protein,Domain,123,161,LRRCT
Lrrc6,O88978,Reviewed,protein,Domain,305,402,CS
Lrrc6,O88978,Reviewed,protein,Coiled coil,153,205,NA
Lrrc6,O88978,Reviewed,protein,Compositional bias,285,290,Poly-Lys
Ly6a,P05533,Reviewed,protein,Domain,27,119,UPAR/Ly6
Ly6c1,P0CW02,Reviewed,transcript,Domain,27,115,UPAR/Ly6
Ly6c1,A0A087WNZ5,Unreviewed,protein,Domain,27,115,UPAR/Ly6
Ly6c1,A0A087WRG9,Unreviewed,inferred,Domain,29,66,UPAR_LY6
Ly6c2,P0CW03,Reviewed,protein,Domain,27,116,UPAR/Ly6
Ly6e,Q64253,Reviewed,protein,Domain,21,101,UPAR/Ly6
Ly6e,Q99JA5,Unreviewed,protein,Domain,27,118,UPAR/Ly6
Ly6f,P35460,Reviewed,inferred,Domain,27,119,UPAR/Ly6
Ly6h,Q544M1,Unreviewed,protein,Domain,26,123,UPAR/Ly6
Ly6h,Q8K356,Unreviewed,protein,Domain,47,144,UPAR/Ly6
Ly6h,Q9WUC3,Reviewed,protein,Domain,26,113,UPAR/Ly6
Ly6i,Q9WU67,Reviewed,transcript,Domain,27,105,UPAR/Ly6
Ly6k,Q9CWP4,Reviewed,protein,Domain,21,117,UPAR/Ly6
Lypd2,Q9DD23,Reviewed,transcript,Domain,25,100,UPAR/Ly6
Maf1,Q9D0U6,NA,NA,NA,NA,NA,NA
Man2a2,Q197W7,Unreviewed,transcript,Domain,502,588,Alpha-mann_mid
Man2a2,Q7TPQ0,Unreviewed,transcript,Domain,26,524,Glyco_hydro_38C
Man2a2,Q8BRK9,Reviewed,protein,Coiled coil,43,74,NA
Map6,Q7TSJ2,Reviewed,protein,Repeat,222,267,Mc-1
Map6,Q7TSJ2,Reviewed,protein,Repeat,268,313,Mc-2
Map6,Q7TSJ2,Reviewed,protein,Repeat,314,359,Mc-3
Map6,Q7TSJ2,Reviewed,protein,Repeat,360,405,Mc-4
Map6,Q7TSJ2,Reviewed,protein,Region,1,15,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,116,139,Mn 1
Map6,Q7TSJ2,Reviewed,protein,Region,124,138,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,151,174,Mn 2
Map6,Q7TSJ2,Reviewed,protein,Region,160,174,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,187,201,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,222,405,4 X approximate tandem repeat Mc
Map6,Q7TSJ2,Reviewed,protein,Region,235,249,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,280,294,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,325,339,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,375,389,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,427,450,Mn 3
Map6,Q7TSJ2,Reviewed,protein,Region,435,449,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,486,500,Calmodulin-binding
Map6,Q7TSJ2,Reviewed,protein,Region,513,527,Calmodulin-binding
Mapk15,Q80Y86,Reviewed,protein,Domain,14,305,Protein kinase
Mapk15,Q80Y86,Reviewed,protein,Region,1,20,Ubiquitin-conjugating
Mapk15,Q80Y86,Reviewed,protein,Motif,176,178,TXY
Mapk8ip2,Q548W8,Unreviewed,protein,Domain,610,671,SH3
Mapk8ip2,Q548W8,Unreviewed,protein,Domain,689,818,PID
Mapk8ip2,Q548W8,Unreviewed,protein,Coiled coil,83,104,NA
Mapk8ip2,Q548W8,Unreviewed,protein,Coiled coil,468,491,NA
Mapk8ip2,Q6PIT2,Unreviewed,transcript,Domain,610,671,SH3
Mapk8ip2,Q6PIT2,Unreviewed,transcript,Domain,689,818,PID
Mapk8ip2,Q6PIT2,Unreviewed,transcript,Coiled coil,83,104,NA
Mapk8ip2,Q6PIT2,Unreviewed,transcript,Coiled coil,468,491,NA
Mapk8ip2,Q9ERE9,Reviewed,protein,Domain,610,671,SH3
Mapk8ip2,Q9ERE9,Reviewed,protein,Domain,683,819,PID
Mapk8ip2,Q9ERE9,Reviewed,protein,Region,111,278,JNK-binding domain (JBD)
Mapk8ip2,Q9ERE9,Reviewed,protein,Region,242,504,Necessary for interaction with FGF13
Mapk8ip2,Q9ERE9,Reviewed,protein,Compositional bias,30,36,Asp/Glu-rich (acidic)
Mapk8ip2,Q9ERE9,Reviewed,protein,Compositional bias,85,104,Asp/Glu-rich (acidic)
Mapk8ip2,Q9ERE9,Reviewed,protein,Compositional bias,154,157,Poly-Asn
Mapk8ip2,Q9ERE9,Reviewed,protein,Compositional bias,282,293,Ser-rich
Mapk8ip2,Q9ERE9,Reviewed,protein,Compositional bias,420,437,Pro-rich
Mapk8ip2,Q9ERE9,Reviewed,protein,Compositional bias,472,487,Asp/Glu-rich (acidic)
Mb,P04247,NA,NA,NA,NA,NA,NA
Mb,Q3UVB1,Unreviewed,protein,Domain,3,148,GLOBIN
Mcat,Q8R3F5,NA,NA,NA,NA,NA,NA
Mctp2,Q5RJH2,Reviewed,transcript,Domain,181,276,C2 1
Mctp2,Q5RJH2,Reviewed,transcript,Domain,343,436,C2 2
Mctp2,Q5RJH2,Reviewed,transcript,Domain,496,591,C2 3
Mei1,Q9D4I2,NA,NA,NA,NA,NA,NA
Mesdc2,Q9ERE7,Reviewed,protein,Region,1,155,Chaperone domain
Mesdc2,Q9ERE7,Reviewed,protein,Region,156,195,Escort domain
Mesdc2,Q9ERE7,Reviewed,protein,Motif,221,224,Prevents secretion from ER
Mesp1,P97309,Reviewed,transcript,Domain,76,130,bHLH
Mesp1,P97309,Reviewed,transcript,Motif,153,157,CPLCP
Mesp2,A6H5V4,Unreviewed,transcript,Domain,79,133,BHLH (basic helix-loop-helix)
Mesp2,O08574,Reviewed,protein,Domain,79,133,bHLH
Mesp2,O08574,Reviewed,protein,Region,326,330,May contain a degradation domain
Mesp2,O08574,Reviewed,protein,Compositional bias,145,150,Poly-Arg
Methig1,Q76I26,Unreviewed,transcript,Domain,167,259,HIG1
Mettl7a1,Q8C6B0,Unreviewed,protein,Domain,75,172,Methyltransf_11
Mettl7a1,Q9D7S5,Unreviewed,transcript,Domain,75,166,Methyltransf_11
Mettl7a2,Q5I0W6,Unreviewed,transcript,Domain,75,172,Methyltransf_11
Mex3b,F8WJD6,Unreviewed,protein,Domain,82,134,KH
Mex3b,F8WJD6,Unreviewed,protein,Domain,167,228,KH
Mex3b,F8WJD6,Unreviewed,protein,Domain,525,565,RING-type
Mfge8,Q3TDU5,Unreviewed,transcript,Domain,24,61,EGF-like
Mfge8,Q3TDU5,Unreviewed,transcript,Domain,64,108,EGF-like
Mfge8,Q3TDU5,Unreviewed,transcript,Domain,111,266,F5/8 type C
Mfge8,Q3TDU5,Unreviewed,transcript,Domain,271,426,F5/8 type C
Mfge8,P21956,Reviewed,protein,Domain,24,61,EGF-like 1
Mfge8,P21956,Reviewed,protein,Domain,64,108,EGF-like 2
Mfge8,P21956,Reviewed,protein,Domain,148,303,F5/8 type C 1
Mfge8,P21956,Reviewed,protein,Domain,308,463,F5/8 type C 2
Mfge8,P21956,Reviewed,protein,Motif,87,89,Cell attachment site
Mfng,O09008,NA,NA,NA,NA,NA,NA
Mfng,Q3UPI0,NA,NA,NA,NA,NA,NA
Mfsd3,Q5U419,Reviewed,transcript,Compositional bias,5,406,Leu-rich
Mgat3,Q5RKT9,NA,NA,NA,NA,NA,NA
Micall1,Q8BGT6,Reviewed,protein,Domain,2,105,CH
Micall1,Q8BGT6,Reviewed,protein,Domain,163,226,LIM zinc-binding
Micall1,Q8BGT6,Reviewed,protein,Region,659,870,RAB-binding domain (RBD); mediates the interaction with RAB13 and RAB35 and intramolecular interaction with the CH domain
Micall1,Q8BGT6,Reviewed,protein,Region,707,870,"Necessary and sufficient to associate with tubular recycling endosome membranes, mediate phosphatidic acid-binding and membrane tubulation"
Micall1,Q8BGT6,Reviewed,protein,Coiled coil,689,722,NA
Micall1,Q8BGT6,Reviewed,protein,Coiled coil,806,840,NA
Micall1,Q8BGT6,Reviewed,protein,Motif,421,423,NPF1
Micall1,Q8BGT6,Reviewed,protein,Motif,640,642,NPF2
Micall1,Q8BGT6,Reviewed,protein,Compositional bias,277,558,Pro-rich
Miox,Q9QXN5,Reviewed,protein,Region,85,88,Substrate binding
Miox,Q9QXN5,Reviewed,protein,Region,141,142,Substrate binding
Miox,Q9QXN5,Reviewed,protein,Region,220,221,Substrate binding
Mkl1,Q8K4J6,Reviewed,protein,Repeat,15,40,RPEL 1
Mkl1,Q8K4J6,Reviewed,protein,Repeat,59,84,RPEL 2
Mkl1,Q8K4J6,Reviewed,protein,Repeat,103,128,RPEL 3
Mkl1,Q8K4J6,Reviewed,protein,Domain,385,419,SAP
Mkl1,Q8K4J6,Reviewed,protein,Region,1,291,Mediates interaction with SCAI and ACTB
Mkl1,Q8K4J6,Reviewed,protein,Coiled coil,552,600,NA
Mkl1,Q8K4J6,Reviewed,protein,Compositional bias,299,325,Gln-rich
Mkl1,Q8K4J6,Reviewed,protein,Compositional bias,712,844,Pro-rich
Mlc1,Q8VHK5,Reviewed,protein,Compositional bias,178,181,Poly-Lys
Mpped1,Q91ZG2,NA,NA,NA,NA,NA,NA
Mpst,Q3UW66,Unreviewed,protein,Domain,25,144,Rhodanese
Mpst,Q3UW66,Unreviewed,protein,Domain,174,288,Rhodanese
Mroh1,D3Z624,NA,NA,NA,NA,NA,NA
Mroh1,E0CZ22,NA,NA,NA,NA,NA,NA
Mroh4,G3X8W1,NA,NA,NA,NA,NA,NA
Mroh5,Q3TY91,NA,NA,NA,NA,NA,NA
Mroh6,V9GX81,NA,NA,NA,NA,NA,NA
Mrpl13,Q9D1P0,NA,NA,NA,NA,NA,NA
Mrpl17,Q9D8P4,NA,NA,NA,NA,NA,NA
Mrpl46,Q9EQI8,NA,NA,NA,NA,NA,NA
Mrpl48,E9QPQ8,Unreviewed,protein,Domain,91,185,Ribosomal_S10
Mrpl48,Q8JZS9,Reviewed,protein,Compositional bias,68,73,Poly-Lys
Mrps11,Q3U8Y1,NA,NA,NA,NA,NA,NA
Mtbp,Q8BJS8,Reviewed,protein,Region,515,894,Interaction with MDM2
Mtss1,Q6ZQB7,Unreviewed,transcript,Domain,28,278,IMD (IRSp53/MIM homology)
Mtss1,Q6ZQB7,Unreviewed,transcript,Domain,745,762,WH2
Mtss1,G3X9H7,Unreviewed,protein,Domain,1,254,IMD (IRSp53/MIM homology)
Mtss1,G3X9H7,Unreviewed,protein,Domain,731,748,WH2
Mtss1,Q8R1S4,Reviewed,protein,Domain,1,254,IMD
Mtss1,Q8R1S4,Reviewed,protein,Domain,731,748,WH2
Mtss1,Q8R1S4,Reviewed,protein,Coiled coil,108,157,NA
Mtss1,Q8R1S4,Reviewed,protein,Compositional bias,242,363,Ser-rich
Mtss1,Q8R1S4,Reviewed,protein,Compositional bias,612,730,Pro-rich
Myh9,Q8VDD5,Reviewed,protein,Domain,81,776,Myosin motor
Myh9,Q8VDD5,Reviewed,protein,Domain,779,808,IQ
Myh9,Q8VDD5,Reviewed,protein,Region,654,676,Actin-binding
Myh9,Q8VDD5,Reviewed,protein,Coiled coil,841,1926,NA
Myo7a,P97479,Reviewed,protein,Domain,65,741,Myosin motor
Myo7a,P97479,Reviewed,protein,Domain,745,765,IQ 1
Myo7a,P97479,Reviewed,protein,Domain,768,788,IQ 2
Myo7a,P97479,Reviewed,protein,Domain,791,811,IQ 3
Myo7a,P97479,Reviewed,protein,Domain,814,834,IQ 4
Myo7a,P97479,Reviewed,protein,Domain,837,857,IQ 5
Myo7a,P97479,Reviewed,protein,Domain,1017,1253,MyTH4 1
Myo7a,P97479,Reviewed,protein,Domain,1258,1602,FERM 1
Myo7a,P97479,Reviewed,protein,Domain,1603,1672,SH3
Myo7a,P97479,Reviewed,protein,Domain,1747,1896,MyTH4 2
Myo7a,P97479,Reviewed,protein,Domain,1902,2205,FERM 2
Myo7a,P97479,Reviewed,protein,Region,632,639,Actin-bindingCurated
Myo7a,P97479,Reviewed,protein,Region,858,935,SAH
Myo7a,Q5MJ56,Unreviewed,protein,Domain,54,736,Myosin motor
Myo7a,Q5MJ56,Unreviewed,protein,Domain,1012,1248,MyTH4
Myo7a,Q5MJ56,Unreviewed,protein,Domain,1253,1562,FERM
Myo7a,Q5MJ56,Unreviewed,protein,Domain,1560,1629,SH3
Myo7a,Q5MJ56,Unreviewed,protein,Domain,1704,1853,MyTH4
Myo7a,Q5MJ56,Unreviewed,protein,Domain,1859,2162,FERM
Myo7a,Q5MJ56,Unreviewed,protein,Coiled coil,855,930,NA
Naga,Q3U6T2,NA,NA,NA,NA,NA,NA
Naga,Q9QWR8,Reviewed,protein,Region,78,79,Substrate binding
Naprt,Q8CC86,NA,NA,NA,NA,NA,NA
Nars2,Q8BGV0,NA,NA,NA,NA,NA,NA
Nars2,Q8BXJ6,Unreviewed,transcript,Domain,156,467,AA_TRNA_LIGASE_II
Ncaph2,Q8BSP2,NA,NA,NA,NA,NA,NA
Ncaph2,E9PY48,Unreviewed,protein,Domain,5,92,CNDH2_N
Ncaph2,E9PY48,Unreviewed,protein,Domain,277,566,CNDH2_C
Ncf4,P97369,Reviewed,protein,Domain,19,140,PX
Ncf4,P97369,Reviewed,protein,Domain,170,229,SH3
Ncf4,P97369,Reviewed,protein,Domain,237,329,PB1
Ncf4,P97369,Reviewed,protein,Region,58,60,Phosphatidylinositol 3-phosphate binding
Ncf4,P97369,Reviewed,protein,Region,92,94,Phosphatidylinositol 3-phosphate binding
Nckap5l,Q6GQX2,Reviewed,protein,Region,1,135,Mediates interaction with CDK5RAP2 and is required for homodimerization and microtubule bundle formation
Nckap5l,Q6GQX2,Reviewed,protein,Region,743,1136,Mediates interaction with beta-tubulin and is required for microtubule bundle formation
Nckap5l,Q6GQX2,Reviewed,protein,Coiled coil,22,109,NA
Nckap5l,Q6GQX2,Reviewed,protein,Coiled coil,942,985,NA
Nckap5l,Q6GQX2,Reviewed,protein,Motif,480,483,(S/T)X(I/L)P motif 1
Nckap5l,Q6GQX2,Reviewed,protein,Motif,808,811,(S/T)X(I/L)P motif 2
Nckap5l,Q6GQX2,Reviewed,protein,Motif,918,921,(S/T)X(I/L)P motif 3; required for interaction with MAPRE1
Nckap5l,Q6GQX2,Reviewed,protein,Compositional bias,112,613,Pro-rich
Nckap5l,Q6GQX2,Reviewed,protein,Compositional bias,781,871,Pro-rich
Nckap5l,Q6GQX2,Reviewed,protein,Compositional bias,1120,1257,Pro-rich
Ndufb9,Q9CQJ8,NA,NA,NA,NA,NA,NA
Ndufc2,Q9CQ54,NA,NA,NA,NA,NA,NA
Nell2,Q61220,Reviewed,protein,Domain,67,231,Laminin G-like
Nell2,Q61220,Reviewed,protein,Domain,275,334,VWFC 1
Nell2,Q61220,Reviewed,protein,Domain,400,442,EGF-like 1
Nell2,Q61220,Reviewed,protein,Domain,443,484,EGF-like 2; calcium-binding
Nell2,Q61220,Reviewed,protein,Domain,485,525,EGF-like 3; calcium-binding
Nell2,Q61220,Reviewed,protein,Domain,526,556,EGF-like 4
Nell2,Q61220,Reviewed,protein,Domain,558,604,EGF-like 5; calcium-binding
Nell2,Q61220,Reviewed,protein,Domain,605,640,EGF-like 6; calcium-binding
Nell2,Q61220,Reviewed,protein,Domain,701,759,VWFC 2
Nfam1,Q8R4V1,Reviewed,protein,Domain,49,145,Ig-like V-type
Nfam1,Q8R4V1,Reviewed,protein,Domain,212,232,ITAM
Nfam1,Q3TCT5,NA,NA,NA,NA,NA,NA
Nmb,D3Z621,NA,NA,NA,NA,NA,NA
Nmb,Q9CR53,NA,NA,NA,NA,NA,NA
Nol12,Q8BG17,Reviewed,protein,Coiled coil,34,98,NA
Nov,Q64299,Reviewed,protein,Domain,25,99,IGFBP N-terminal
Nov,Q64299,Reviewed,protein,Domain,102,168,VWFC
Nov,Q64299,Reviewed,protein,Domain,202,247,TSP type-1
Nov,Q64299,Reviewed,protein,Domain,261,335,CTCK
Nox4,B2RSM1,Unreviewed,transcript,Domain,304,419,FAD-binding FR-type
Nox4,Q9JHI8,Reviewed,protein,Domain,58,303,Ferric oxidoreductase
Nox4,Q9JHI8,Reviewed,protein,Domain,304,419,FAD-binding FR-type
Nox4,Q9JHI8,Reviewed,protein,Region,248,575,Mediates interaction with TLR4
Npcd,H3BLN6,Unreviewed,inferred,Domain,11,69,Chromo
Npcd,Q6TLW1,Unreviewed,transcript,Domain,11,69,Chromo
Npcd,F8VQB8,Unreviewed,inferred,Domain,11,69,Chromo
Npcd,Q6TLW0,Unreviewed,transcript,Domain,11,69,Chromo
Nptxr,E9PZM8,NA,NA,NA,NA,NA,NA
Nptxr,Q6PD36,NA,NA,NA,NA,NA,NA
Nr4a1,P12813,Reviewed,protein,Region,412,462,NA
Nr4a1,P12813,Reviewed,protein,Compositional bias,83,94,Poly-Ser
Nr4a1,P12813,Reviewed,protein,Compositional bias,186,190,Poly-Pro
Nr4a1,P12813,Reviewed,protein,Compositional bias,586,589,Poly-Pro
Nr4a1,P12813,Reviewed,protein,Zinc finger,270,290,NR C4-type
Nr4a1,P12813,Reviewed,protein,Zinc finger,306,330,NR C4-type
Nr4a1,Q545Q1,Unreviewed,transcript,Domain,267,342,Nuclear receptor DNA-binding
Nsmce2,Q91VT1,Reviewed,transcript,Zinc finger,154,236,SP-RING-type
Ntrk3,Q3TNY3,Unreviewed,transcript,Domain,1,73,Protein kinase
Ntrk3,Q6VNS1,Reviewed,protein,Repeat,104,125,LRR 1
Ntrk3,Q6VNS1,Reviewed,protein,Repeat,128,149,LRR 2
Ntrk3,Q6VNS1,Reviewed,protein,Domain,160,209,LRRCT
Ntrk3,Q6VNS1,Reviewed,protein,Domain,210,300,Ig-like C2-type 1
Ntrk3,Q6VNS1,Reviewed,protein,Domain,309,382,Ig-like C2-type 2
Ntrk3,Q6VNS1,Reviewed,protein,Domain,538,825,Protein kinase
Ntrk3,A0A0A6YWL7,Unreviewed,protein,Domain,210,300,Ig-like (immunoglobulin-like)
Ntrk3,A0A0A6YWL7,Unreviewed,protein,Domain,538,853,Protein kinase
Ntrk3,A0A0A6YWF9,Unreviewed,protein,Domain,210,300,Ig-like (immunoglobulin-like)
Ntrk3,A0A0A6YWF9,Unreviewed,protein,Domain,538,828,Protein kinase
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,276,317,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,332,398,NA
